,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation,Cluster,Spending_Score_Encoded
417,459907,Female,Yes,39,Yes,Artist,8,Average,2,Cat_6,C,1,0
418,467146,Female,No,27,No,Homemaker,9,Low,1,Cat_6,D,2,2
420,459196,Female,No,23,No,Healthcare,1,Low,3,Cat_4,D,2,2
421,465444,Female,No,30,Yes,Entertainment,0,Low,4,Cat_6,B,2,2
422,464186,Female,Yes,39,Yes,Artist,5,Average,2,Cat_6,C,1,0
423,466412,Male,Yes,26,Yes,Artist,1,Average,3,Cat_6,B,1,0
424,459480,Female,Yes,50,Yes,Entertainment,7,Low,3,Cat_6,A,2,2
425,467880,Female,Yes,45,Yes,Artist,1,Average,2,Cat_6,C,1,0
426,460216,Female,No,62,No,Entertainment,2,Low,1,Cat_6,A,0,2
427,467941,Female,No,27,Yes,Doctor,1,Low,3,Cat_6,A,2,2
429,462572,Female,Yes,30,No,Engineer,1,Average,7,Cat_4,A,1,0
430,467443,Male,No,32,No,Healthcare,7,Low,4,Cat_3,A,2,2
432,459701,Male,No,47,No,Artist,3,Low,3,Cat_5,B,2,2
433,461139,Female,No,32,Yes,Artist,4,Low,4,Cat_2,A,2,2
434,461115,Female,Yes,32,No,Engineer,5,Low,3,Cat_1,A,2,2
435,459027,Male,Yes,67,Yes,Doctor,1,Average,4,Cat_6,B,1,0
436,467340,Female,Yes,77,Yes,Lawyer,0,High,2,Cat_6,C,0,1
438,460857,Male,No,31,No,Entertainment,1,Low,1,Cat_4,A,2,2
439,464300,Male,Yes,42,Yes,Artist,0,Low,3,Cat_4,A,2,2
441,463287,Male,Yes,50,Yes,Artist,1,Average,4,Cat_2,C,1,0
442,461392,Male,Yes,71,Yes,Artist,0,Average,5,Cat_6,C,1,0
443,461546,Female,Yes,72,No,Lawyer,1,Low,3,Cat_6,A,0,2
445,462130,Male,Yes,45,Yes,Artist,9,Average,2,Cat_6,C,1,0
446,464684,Female,No,40,No,Engineer,9,Low,5,Cat_4,A,2,2
447,462276,Female,No,36,Yes,Engineer,4,Low,1,Cat_6,A,2,2
449,462417,Male,No,30,No,Healthcare,4,Low,4,Cat_6,D,2,2
450,466463,Female,No,29,Yes,Healthcare,2,Low,4,Cat_4,B,2,2
451,464736,Male,No,28,Yes,Engineer,0,Low,5,Cat_4,D,2,2
454,463855,Female,Yes,40,Yes,Artist,1,Average,2,Cat_6,C,1,0
455,460344,Female,Yes,52,Yes,Artist,14,Average,2,Cat_6,C,1,0
457,460139,Male,No,26,No,Artist,6,Low,6,Cat_5,D,2,2
458,464126,Female,No,55,Yes,Marketing,3,Low,1,Cat_6,B,0,2
459,461286,Female,No,20,No,Doctor,4,Low,4,Cat_6,D,2,2
460,461621,Female,Yes,87,Yes,Lawyer,0,High,2,Cat_6,C,0,1
461,460163,Male,No,28,No,Healthcare,0,Low,2,Cat_4,A,2,2
462,461958,Male,No,38,No,Artist,2,Low,2,Cat_3,A,2,2
463,464875,Male,Yes,42,No,Entertainment,1,Low,2,Cat_4,B,0,2
464,464791,Male,Yes,42,No,Marketing,0,High,6,Cat_4,A,1,1
465,464579,Female,No,29,No,Engineer,1,Low,4,Cat_6,D,2,2
466,463531,Male,No,32,Yes,Doctor,0,Low,4,Cat_6,A,2,2
468,465486,Female,Yes,59,No,Artist,1,High,2,Cat_6,C,0,1
469,460882,Male,No,22,No,Healthcare,0,Low,2,Cat_3,D,2,2
471,461298,Female,Yes,78,Yes,Artist,1,High,2,Cat_6,C,0,1
472,461595,Female,No,32,Yes,Healthcare,0,Low,3,Cat_4,A,2,2
473,459260,Male,Yes,37,Yes,Artist,0,Average,4,Cat_7,C,1,0
474,462772,Male,Yes,37,Yes,Healthcare,1,High,4,Cat_6,B,1,1
476,459143,Male,Yes,47,No,Artist,0,High,4,Cat_6,B,1,1
477,464532,Female,Yes,68,Yes,Lawyer,0,High,2,Cat_6,A,0,1
478,460056,Male,No,30,Yes,Healthcare,3,Low,5,Cat_1,C,2,2
479,466761,Female,Yes,48,Yes,Entertainment,2,Low,1,Cat_1,A,0,2
480,465469,Female,No,43,Yes,Artist,6,Low,1,Cat_6,C,0,2
481,461886,Male,Yes,33,Yes,Healthcare,9,Low,2,Cat_6,D,2,2
482,465680,Male,Yes,31,No,Healthcare,0,Average,5,Cat_4,D,1,0
483,459316,Male,Yes,32,Yes,Healthcare,1,Low,2,Cat_6,D,2,2
484,465609,Female,No,21,No,Healthcare,1,Low,4,Cat_2,D,2,2
485,467009,Female,No,29,No,Homemaker,2,Low,4,Cat_3,D,2,2
486,461766,Female,Yes,35,Yes,Artist,1,Low,2,Cat_4,A,2,2
487,464938,Male,Yes,46,No,Artist,0,Low,3,Cat_4,A,0,2
488,462034,Female,Yes,38,Yes,Artist,9,High,2,Cat_2,B,2,1
489,464049,Female,No,32,Yes,Healthcare,1,Low,3,Cat_6,C,2,2
490,467925,Female,No,28,Yes,Artist,3,Low,7,Cat_2,A,2,2
491,463711,Female,Yes,68,Yes,Lawyer,3,Low,1,Cat_6,A,0,2
492,463846,Female,Yes,45,Yes,Artist,4,Low,1,Cat_6,C,0,2
493,462064,Male,Yes,58,Yes,Artist,0,Average,3,Cat_7,C,1,0
494,463249,Male,No,28,No,Entertainment,1,Low,2,Cat_7,A,2,2
495,464217,Female,No,32,No,Healthcare,12,Low,3,Cat_6,A,2,2
496,463378,Male,No,30,Yes,Doctor,1,Low,1,Cat_3,B,2,2
497,463035,Female,Yes,42,No,Homemaker,3,Average,4,Cat_6,D,1,0
500,465309,Female,No,18,No,Healthcare,6,Low,4,Cat_7,D,2,2
501,462688,Female,Yes,29,Yes,Healthcare,8,Low,3,Cat_3,D,2,2
502,459255,Female,No,33,Yes,Healthcare,0,Low,3,Cat_6,A,2,2
504,467492,Female,Yes,57,Yes,Doctor,1,Low,2,Cat_7,A,0,2
505,460789,Male,Yes,36,Yes,Executive,1,Low,3,Cat_6,D,2,2
506,467307,Male,Yes,57,Yes,Executive,1,High,3,Cat_6,C,1,1
507,464026,Male,No,18,No,Healthcare,1,Low,2,Cat_6,D,2,2
509,462493,Male,Yes,52,Yes,Artist,1,Average,6,Cat_6,C,1,0
511,460452,Female,Yes,37,Yes,Entertainment,0,Average,2,Cat_1,B,1,0
512,459322,Male,No,36,Yes,Marketing,0,Low,1,Cat_6,A,0,2
513,464066,Female,No,29,Yes,Healthcare,9,Low,3,Cat_4,A,2,2
514,461114,Male,Yes,45,Yes,Artist,1,Average,4,Cat_3,C,1,0
515,465165,Male,No,61,Yes,Artist,0,Low,1,Cat_6,B,0,2
516,464526,Male,Yes,52,Yes,Entertainment,1,Average,4,Cat_6,A,1,0
517,460666,Female,Yes,49,Yes,Homemaker,14,Low,1,Cat_6,A,2,2
519,464096,Female,No,31,No,Healthcare,1,Low,5,Cat_4,C,2,2
520,464891,Male,Yes,42,No,Entertainment,1,Low,3,Cat_4,A,2,2
521,460107,Male,Yes,51,Yes,Engineer,1,Average,5,Cat_6,C,1,0
522,467708,Female,No,42,Yes,Healthcare,8,Low,1,Cat_7,D,2,2
523,461873,Male,No,29,Yes,Doctor,1,Low,4,Cat_6,C,2,2
524,465181,Female,No,33,Yes,Healthcare,8,Low,1,Cat_4,A,2,2
526,467320,Female,No,21,No,Healthcare,0,Low,4,Cat_2,D,2,2
527,459468,Male,Yes,35,No,Artist,9,Average,3,Cat_6,B,1,0
528,467316,Female,No,42,Yes,Doctor,0,Low,1,Cat_6,A,0,2
529,466182,Female,No,41,Yes,Artist,2,Low,1,Cat_6,C,0,2
530,463757,Male,No,39,Yes,Artist,0,Low,3,Cat_6,B,2,2
531,462314,Female,No,28,No,Doctor,14,Low,1,Cat_6,A,2,2
533,466652,Female,Yes,61,Yes,Doctor,1,Average,2,Cat_6,B,1,0
534,461664,Male,Yes,62,Yes,Artist,0,Average,4,Cat_6,C,1,0
535,464105,Male,Yes,65,Yes,Entertainment,1,Average,2,Cat_6,C,1,0
536,466790,Male,Yes,45,Yes,Doctor,1,Average,2,Cat_3,A,1,0
537,463844,Female,Yes,26,Yes,Engineer,9,Low,2,Cat_6,B,2,2
538,462913,Female,No,25,Yes,Artist,4,Low,5,Cat_6,C,2,2
539,465541,Female,Yes,45,Yes,Artist,1,Average,4,Cat_7,C,1,0
540,459149,Male,Yes,43,No,Executive,0,High,4,Cat_6,B,1,1
541,464508,Male,Yes,49,Yes,Executive,1,High,3,Cat_6,C,1,1
542,458999,Male,Yes,55,Yes,Artist,1,Average,2,Cat_6,C,1,0
543,459947,Female,No,37,Yes,Artist,3,Low,1,Cat_6,B,0,2
544,465500,Male,Yes,65,Yes,Entertainment,1,High,2,Cat_6,C,0,1
546,466338,Female,No,39,No,Engineer,0,Low,3,Cat_4,A,2,2
547,465122,Female,Yes,40,Yes,Artist,2,Average,2,Cat_6,C,1,0
548,465230,Male,Yes,72,Yes,Entertainment,1,Average,3,Cat_6,C,1,0
549,466369,Female,No,38,No,Homemaker,5,Low,1,Cat_2,B,2,2
550,463939,Male,No,26,No,Marketing,0,Low,5,Cat_6,D,2,2
551,460825,Male,No,30,Yes,Doctor,1,Low,3,Cat_4,D,2,2
553,463471,Male,No,57,Yes,Marketing,1,Low,4,Cat_7,A,0,2
554,467415,Female,No,31,Yes,Healthcare,1,Low,1,Cat_6,D,2,2
555,465879,Male,No,39,Yes,Artist,0,Low,1,Cat_6,A,0,2
556,463961,Female,No,30,No,Engineer,0,Low,4,Cat_4,A,2,2
557,462634,Female,Yes,43,No,Artist,0,Average,3,Cat_4,A,1,0
558,463622,Male,No,27,Yes,Healthcare,8,Low,1,Cat_3,C,2,2
559,466624,Female,Yes,46,No,Artist,0,Average,4,Cat_3,C,1,0
560,467785,Male,Yes,43,No,Artist,1,Low,2,Cat_6,B,0,2
562,460578,Male,Yes,28,No,Entertainment,8,Average,4,Cat_7,D,1,0
563,460198,Male,No,43,Yes,Entertainment,9,Low,1,Cat_6,D,2,2
565,463581,Female,No,28,Yes,Healthcare,1,Low,3,Cat_6,D,2,2
568,464574,Male,No,58,No,Healthcare,4,Low,2,Cat_6,D,0,2
569,462312,Female,No,38,Yes,Engineer,8,Low,4,Cat_6,A,2,2
570,467971,Female,No,31,Yes,Artist,1,Low,4,Cat_6,D,2,2
571,464746,Male,Yes,32,No,Executive,4,Average,5,Cat_4,D,1,0
572,459298,Male,Yes,45,Yes,Artist,4,Average,4,Cat_6,C,1,0
573,466414,Male,Yes,66,Yes,Artist,1,Low,3,Cat_6,A,0,2
574,460773,Female,Yes,51,Yes,Artist,1,Average,3,Cat_6,C,1,0
577,465163,Male,Yes,46,Yes,Artist,11,Average,5,Cat_6,C,1,0
578,462222,Male,No,20,No,Healthcare,1,Low,6,Cat_4,D,2,2
579,459342,Female,Yes,84,No,Lawyer,1,High,2,Cat_6,C,0,1
582,460767,Male,Yes,57,Yes,Entertainment,8,Average,5,Cat_2,A,1,0
583,464319,Female,No,33,No,Doctor,0,Low,1,Cat_6,A,0,2
584,462828,Male,No,25,No,Marketing,3,Low,3,Cat_5,D,2,2
587,465155,Male,Yes,77,Yes,Lawyer,1,Low,1,Cat_6,C,0,2
588,461704,Male,Yes,30,Yes,Healthcare,1,Low,2,Cat_6,A,2,2
589,464826,Male,No,23,No,Healthcare,6,Low,5,Cat_4,D,2,2
590,462677,Female,No,43,Yes,Artist,2,Low,4,Cat_6,B,2,2
591,465006,Male,No,39,Yes,Entertainment,5,Low,1,Cat_6,A,2,2
592,463483,Male,Yes,29,No,Executive,1,High,2,Cat_6,D,2,1
594,459002,Female,Yes,45,No,Engineer,2,Low,2,Cat_6,D,0,2
595,465990,Male,Yes,48,No,Executive,2,High,2,Cat_2,D,0,1
596,466044,Male,Yes,27,No,Entertainment,0,Average,4,Cat_6,A,1,0
597,461163,Female,Yes,60,No,Entertainment,9,Low,4,Cat_3,B,2,2
598,467106,Male,Yes,45,Yes,Entertainment,4,Average,3,Cat_2,B,1,0
600,461256,Male,No,33,No,Doctor,1,Low,4,Cat_4,C,2,2
606,462695,Male,Yes,51,Yes,Artist,8,Low,5,Cat_6,A,2,2
607,466208,Male,Yes,67,No,Executive,2,High,1,Cat_6,C,0,1
608,462128,Male,Yes,38,Yes,Artist,9,Average,2,Cat_6,C,1,0
609,467329,Female,No,40,Yes,Doctor,0,Low,1,Cat_6,C,0,2
610,461609,Female,Yes,45,Yes,Artist,5,Average,2,Cat_6,B,1,0
611,464470,Male,Yes,48,Yes,Artist,0,Average,4,Cat_6,C,1,0
612,462705,Female,Yes,69,No,Lawyer,0,Average,2,Cat_6,C,1,0
613,465255,Male,No,21,No,Healthcare,9,Low,5,Cat_6,D,2,2
616,466018,Male,Yes,72,Yes,Artist,0,Low,3,Cat_4,C,0,2
618,459115,Female,No,21,No,Marketing,1,Low,5,Cat_4,D,2,2
619,461263,Female,Yes,48,Yes,Artist,1,Low,1,Cat_4,A,0,2
621,460366,Male,No,28,No,Healthcare,1,Low,5,Cat_4,D,2,2
622,464106,Male,Yes,55,Yes,Entertainment,1,Low,2,Cat_6,A,0,2
623,465696,Female,No,56,Yes,Artist,0,Low,2,Cat_6,C,0,2
624,461627,Male,Yes,50,Yes,Doctor,1,Low,2,Cat_6,C,0,2
625,467963,Male,No,21,No,Healthcare,1,Low,4,Cat_6,D,2,2
626,462437,Male,No,18,No,Healthcare,0,Low,6,Cat_6,D,2,2
627,467543,Male,Yes,68,Yes,Lawyer,0,High,2,Cat_6,B,0,1
628,465206,Male,Yes,47,Yes,Artist,13,Low,1,Cat_6,C,2,2
629,463040,Male,Yes,75,No,Lawyer,1,High,2,Cat_6,B,0,1
630,461668,Male,Yes,50,Yes,Artist,3,Average,4,Cat_2,C,1,0
631,461955,Male,No,31,Yes,Healthcare,0,Low,4,Cat_6,D,2,2
632,467139,Female,No,30,Yes,Artist,0,Low,3,Cat_6,A,2,2
633,459366,Female,Yes,41,Yes,Artist,0,Low,4,Cat_6,A,2,2
635,462167,Female,Yes,35,No,Healthcare,2,Low,1,Cat_6,A,0,2
636,466752,Male,Yes,37,Yes,Healthcare,0,Low,1,Cat_6,D,0,2
638,466902,Male,Yes,50,Yes,Doctor,0,Average,3,Cat_6,C,1,0
639,459534,Male,Yes,36,Yes,Artist,0,Average,2,Cat_6,C,1,0
640,463399,Female,No,26,No,Marketing,3,Low,3,Cat_3,A,2,2
642,464878,Male,No,22,No,Healthcare,0,Low,4,Cat_4,D,2,2
643,467599,Female,No,19,No,Healthcare,0,Low,3,Cat_6,D,2,2
644,466226,Female,Yes,45,Yes,Artist,0,Average,5,Cat_6,C,1,0
645,463576,Female,No,31,No,Doctor,0,Low,4,Cat_6,D,2,2
646,464911,Male,Yes,56,Yes,Artist,0,Average,3,Cat_4,C,1,0
648,463909,Female,No,25,Yes,Healthcare,1,Low,3,Cat_6,B,2,2
649,466099,Female,Yes,73,Yes,Lawyer,1,Low,1,Cat_6,B,0,2
650,464427,Male,Yes,62,Yes,Doctor,1,Average,4,Cat_3,C,1,0
651,463951,Male,Yes,46,No,Entertainment,0,Average,3,Cat_6,A,1,0
653,465289,Male,Yes,25,Yes,Executive,1,High,2,Cat_6,A,2,1
655,464219,Male,No,27,Yes,Marketing,1,Low,2,Cat_3,A,2,2
656,467098,Male,Yes,87,No,Executive,1,Low,2,Cat_6,A,0,2
657,467451,Female,Yes,47,Yes,Artist,0,Low,1,Cat_1,A,0,2
658,465137,Male,Yes,57,Yes,Artist,1,Average,4,Cat_6,C,1,0
659,462289,Male,Yes,60,Yes,Artist,0,Average,4,Cat_3,A,1,0
662,467647,Male,No,28,Yes,Healthcare,2,Low,3,Cat_6,D,2,2
663,459803,Male,No,39,Yes,Doctor,4,Low,3,Cat_6,C,2,2
664,465972,Female,No,47,Yes,Marketing,9,Low,1,Cat_6,D,2,2
667,464136,Male,Yes,69,Yes,Artist,0,Average,3,Cat_6,A,1,0
668,459286,Female,No,42,Yes,Artist,0,Low,1,Cat_6,D,0,2
669,463580,Female,Yes,46,Yes,Engineer,1,Low,1,Cat_6,D,0,2
670,466636,Female,No,23,No,Marketing,3,Low,3,Cat_6,C,2,2
671,461064,Male,No,45,Yes,Artist,1,Low,5,Cat_6,C,2,2
672,461597,Female,Yes,38,Yes,Doctor,1,Average,4,Cat_6,B,1,0
673,458990,Female,Yes,71,No,Lawyer,1,High,3,Cat_6,D,0,1
674,461351,Female,No,26,No,Doctor,0,Low,2,Cat_6,D,2,2
675,464420,Female,Yes,60,Yes,Artist,8,High,2,Cat_6,C,0,1
676,462060,Female,Yes,46,Yes,Artist,1,Average,2,Cat_6,C,1,0
677,465707,Male,Yes,39,Yes,Entertainment,1,Average,4,Cat_3,C,1,0
678,463733,Female,No,18,No,Healthcare,1,Low,3,Cat_6,D,2,2
679,463960,Male,Yes,26,Yes,Doctor,1,Average,2,Cat_7,A,1,0
680,462395,Male,Yes,53,Yes,Artist,1,High,2,Cat_6,D,0,1
681,461015,Male,Yes,40,Yes,Entertainment,1,Average,2,Cat_3,C,1,0
683,466267,Male,Yes,26,Yes,Entertainment,0,Average,3,Cat_3,A,1,0
684,464056,Female,Yes,65,Yes,Artist,0,Average,2,Cat_6,C,1,0
685,465898,Female,No,37,Yes,Artist,12,Low,2,Cat_6,A,2,2
686,465361,Male,No,25,No,Healthcare,0,Low,4,Cat_3,C,2,2
687,461394,Female,No,21,No,Engineer,0,Low,5,Cat_2,D,2,2
688,466269,Female,No,25,No,Healthcare,0,Low,4,Cat_2,D,2,2
689,466213,Male,No,23,No,Healthcare,4,Low,5,Cat_6,D,2,2
690,465550,Female,No,30,Yes,Healthcare,1,Low,6,Cat_3,D,2,2
691,463451,Female,No,30,No,Doctor,0,Low,4,Cat_6,D,2,2
692,463877,Male,Yes,42,No,Entertainment,0,Average,4,Cat_4,A,1,0
694,463876,Male,Yes,49,Yes,Entertainment,1,Average,5,Cat_6,C,1,0
695,465448,Male,No,32,No,Healthcare,0,Low,3,Cat_2,A,2,2
697,459325,Male,Yes,26,No,Executive,9,High,4,Cat_6,D,2,1
698,467233,Female,No,67,No,Artist,1,Low,2,Cat_6,B,0,2
699,465264,Male,Yes,88,No,Executive,0,Low,1,Cat_6,A,0,2
700,461811,Female,No,40,Yes,Healthcare,8,Low,4,Cat_2,D,2,2
702,465368,Male,No,18,No,Healthcare,7,Low,3,Cat_1,D,2,2
704,467693,Male,Yes,61,Yes,Entertainment,7,High,5,Cat_6,B,1,1
706,461499,Female,Yes,25,No,Engineer,0,Average,2,Cat_4,A,1,0
707,465936,Male,No,35,Yes,Artist,6,Low,3,Cat_6,B,2,2
708,459748,Male,Yes,46,No,Executive,0,High,2,Cat_6,C,0,1
709,466376,Female,Yes,53,No,Homemaker,2,High,3,Cat_6,B,1,1
710,460215,Male,Yes,48,Yes,Entertainment,9,Low,1,Cat_6,D,2,2
711,462076,Male,Yes,75,Yes,Lawyer,1,Low,2,Cat_6,D,0,2
712,465756,Male,No,23,No,Healthcare,1,Low,3,Cat_4,D,2,2
713,463573,Male,No,29,No,Doctor,1,Low,2,Cat_6,D,2,2
714,463455,Male,Yes,46,No,Artist,0,Low,2,Cat_6,B,0,2
715,460841,Female,No,61,Yes,Marketing,1,Low,1,Cat_6,D,0,2
716,463959,Female,No,37,No,Artist,1,Low,1,Cat_6,B,0,2
717,461792,Female,No,23,No,Healthcare,6,Low,5,Cat_2,D,2,2
719,462791,Female,No,33,No,Healthcare,7,Low,4,Cat_5,D,2,2
721,463102,Male,No,41,No,Entertainment,0,Low,2,Cat_6,D,0,2
723,462659,Male,Yes,25,Yes,Entertainment,8,Average,2,Cat_6,A,1,0
724,463408,Male,No,33,No,Marketing,2,Low,3,Cat_6,D,2,2
725,462071,Male,Yes,43,No,Doctor,0,Low,2,Cat_6,A,0,2
726,464806,Male,Yes,25,No,Executive,1,Low,2,Cat_4,D,2,2
727,463664,Female,No,26,No,Engineer,0,Low,1,Cat_6,A,2,2
728,467795,Male,No,22,No,Healthcare,1,Low,5,Cat_6,D,2,2
729,459141,Male,Yes,28,No,Artist,0,Average,2,Cat_6,D,1,0
730,465900,Female,No,36,Yes,Entertainment,7,Low,1,Cat_6,A,2,2
731,467265,Female,No,28,No,Healthcare,1,Low,3,Cat_4,C,2,2
732,464490,Male,Yes,85,Yes,Artist,1,High,4,Cat_6,A,0,1
734,460411,Male,Yes,43,Yes,Healthcare,7,High,2,Cat_6,A,2,1
735,466491,Male,Yes,82,No,Executive,1,High,2,Cat_6,B,0,1
737,465248,Female,No,18,No,Healthcare,3,Low,3,Cat_2,D,2,2
738,463308,Male,Yes,53,Yes,Engineer,1,Low,2,Cat_3,A,0,2
739,463478,Male,Yes,50,Yes,Artist,0,Average,4,Cat_6,B,1,0
740,465396,Female,Yes,39,No,Engineer,9,Average,6,Cat_4,D,1,0
741,461954,Female,Yes,35,No,Engineer,2,Average,6,Cat_2,B,1,0
743,463800,Female,No,33,Yes,Engineer,1,Low,3,Cat_6,A,2,2
744,459894,Female,Yes,35,Yes,Healthcare,1,Low,3,Cat_6,C,2,2
745,459778,Male,Yes,48,Yes,Entertainment,0,Average,4,Cat_6,B,1,0
746,464662,Female,Yes,50,Yes,Artist,1,High,3,Cat_4,C,1,1
747,460878,Male,Yes,47,No,Entertainment,0,Average,4,Cat_6,C,1,0
748,462187,Female,No,50,Yes,Artist,4,Low,1,Cat_6,C,0,2
750,461908,Female,No,26,No,Healthcare,10,Low,1,Cat_6,D,2,2
751,461951,Male,No,21,No,Healthcare,0,Low,4,Cat_6,D,2,2
752,465352,Male,Yes,61,Yes,Entertainment,1,Average,4,Cat_6,C,1,0
753,464258,Female,Yes,88,No,Lawyer,0,High,2,Cat_6,B,0,1
754,464215,Male,No,72,No,Marketing,1,Low,2,Cat_6,D,0,2
755,467561,Male,Yes,61,Yes,Artist,1,Low,2,Cat_6,B,0,2
757,464665,Female,Yes,51,No,Engineer,1,Average,5,Cat_4,B,1,0
758,460670,Male,No,42,Yes,Artist,6,Low,2,Cat_3,B,2,2
759,461486,Male,Yes,59,No,Entertainment,8,Average,3,Cat_6,C,1,0
760,459526,Female,No,45,Yes,Healthcare,4,Low,1,Cat_6,A,0,2
762,466492,Female,Yes,85,Yes,Lawyer,0,High,2,Cat_6,A,0,1
763,459489,Male,Yes,46,Yes,Doctor,1,Average,4,Cat_6,B,1,0
764,459681,Female,Yes,32,Yes,Artist,0,Average,2,Cat_6,B,1,0
765,462971,Female,Yes,70,Yes,Engineer,0,Low,1,Cat_6,C,0,2
767,461221,Female,No,30,No,Marketing,1,Low,4,Cat_6,B,2,2
768,464090,Female,No,33,Yes,Engineer,1,Low,2,Cat_6,A,2,2
770,459822,Female,No,37,Yes,Engineer,0,Low,1,Cat_4,D,0,2
771,462540,Male,Yes,32,Yes,Entertainment,6,Low,2,Cat_2,B,2,2
772,467411,Male,Yes,52,Yes,Artist,0,High,2,Cat_6,B,0,1
773,463997,Female,Yes,42,No,Entertainment,0,Average,3,Cat_6,B,1,0
774,464103,Male,Yes,47,Yes,Artist,3,Average,2,Cat_6,B,1,0
775,465751,Female,Yes,52,Yes,Artist,9,Low,2,Cat_6,C,2,2
776,459797,Male,Yes,66,Yes,Entertainment,0,Average,3,Cat_6,C,1,0
778,464572,Female,Yes,47,Yes,Marketing,1,Low,1,Cat_6,D,0,2
779,462352,Male,Yes,52,Yes,Entertainment,1,Average,3,Cat_6,B,1,0
780,460513,Male,No,27,No,Healthcare,2,Low,4,Cat_3,D,2,2
781,463228,Female,Yes,56,Yes,Artist,0,Average,5,Cat_6,B,1,0
782,464765,Female,Yes,53,No,Engineer,7,Average,6,Cat_4,A,1,0
783,463720,Female,Yes,45,Yes,Artist,1,Average,4,Cat_4,B,1,0
784,460799,Female,No,37,No,Homemaker,1,Low,1,Cat_1,D,0,2
785,460891,Female,Yes,36,No,Artist,2,Average,4,Cat_3,C,1,0
786,460311,Male,No,25,Yes,Entertainment,2,Low,3,Cat_1,D,2,2
787,466727,Female,Yes,45,Yes,Artist,1,Average,2,Cat_6,B,1,0
789,465138,Male,No,35,Yes,Entertainment,1,Low,3,Cat_3,A,2,2
790,466361,Female,Yes,72,Yes,Lawyer,1,High,2,Cat_6,B,0,1
791,463154,Female,Yes,31,No,Artist,1,Low,4,Cat_6,D,2,2
792,462967,Male,Yes,47,No,Entertainment,4,Average,3,Cat_6,B,1,0
793,460908,Male,No,20,No,Healthcare,7,Low,3,Cat_6,D,2,2
794,467560,Female,Yes,73,Yes,Lawyer,1,Low,2,Cat_6,B,0,2
796,463281,Male,Yes,25,No,Entertainment,3,Average,2,Cat_3,D,1,0
797,462466,Male,Yes,52,Yes,Executive,0,High,4,Cat_6,C,1,1
798,463744,Female,No,27,Yes,Artist,1,Low,6,Cat_6,C,2,2
799,464209,Male,Yes,52,Yes,Executive,1,Average,4,Cat_2,C,1,0
800,462528,Female,Yes,49,Yes,Artist,0,Low,1,Cat_6,C,0,2
802,460061,Male,No,45,Yes,Marketing,0,Low,1,Cat_3,D,0,2
803,466188,Male,Yes,59,Yes,Artist,4,Low,1,Cat_4,B,0,2
804,467914,Female,No,18,No,Healthcare,8,Low,5,Cat_6,D,2,2
805,462758,Male,No,18,No,Healthcare,0,Low,3,Cat_6,D,2,2
806,465704,Male,Yes,55,No,Artist,1,Low,1,Cat_6,C,0,2
807,460397,Female,No,59,Yes,Entertainment,1,Low,1,Cat_6,A,0,2
808,466676,Male,No,22,No,Healthcare,0,Low,2,Cat_6,D,2,2
809,465024,Male,Yes,52,Yes,Executive,0,High,4,Cat_6,C,1,1
810,461630,Male,Yes,51,Yes,Artist,1,Average,3,Cat_6,C,1,0
811,465328,Male,Yes,35,No,Executive,0,High,5,Cat_6,A,1,1
812,461220,Female,No,26,No,Executive,8,Low,3,Cat_6,D,2,2
813,463935,Male,Yes,38,Yes,Entertainment,1,Average,2,Cat_6,C,1,0
814,460514,Male,Yes,43,Yes,Doctor,1,Low,4,Cat_3,A,2,2
815,466262,Male,No,41,Yes,Entertainment,1,Low,2,Cat_3,A,0,2
820,460890,Male,Yes,47,Yes,Artist,0,Average,4,Cat_3,C,1,0
821,466415,Male,Yes,71,No,Marketing,1,Low,1,Cat_6,D,0,2
822,462392,Female,No,32,Yes,Entertainment,1,Low,3,Cat_6,A,2,2
823,459706,Male,Yes,60,Yes,Entertainment,1,Average,3,Cat_6,C,1,0
825,467446,Female,No,37,Yes,Artist,9,Low,1,Cat_2,A,2,2
826,460528,Male,Yes,48,Yes,Homemaker,9,Low,1,Cat_3,C,2,2
828,459212,Female,Yes,68,Yes,Artist,1,Average,2,Cat_6,C,1,0
829,462364,Male,Yes,51,No,Artist,0,Low,3,Cat_6,A,0,2
830,464549,Male,Yes,52,Yes,Executive,1,Low,4,Cat_6,C,2,2
831,464555,Male,Yes,31,Yes,Marketing,13,High,4,Cat_4,D,2,1
832,462027,Male,No,39,No,Engineer,1,Low,1,Cat_6,A,0,2
834,467123,Female,Yes,50,Yes,Executive,4,High,3,Cat_6,B,1,1
836,467826,Male,No,18,No,Healthcare,0,Low,6,Cat_6,D,2,2
837,461837,Male,Yes,37,Yes,Artist,0,Low,2,Cat_6,C,0,2
838,467328,Female,Yes,50,Yes,Doctor,1,Average,3,Cat_6,B,1,0
840,464025,Male,No,19,No,Healthcare,1,Low,6,Cat_6,D,2,2
841,460385,Male,No,31,Yes,Healthcare,0,Low,4,Cat_6,D,2,2
842,462551,Male,Yes,53,Yes,Doctor,14,Average,2,Cat_6,B,1,0
843,462047,Female,Yes,26,Yes,Artist,12,Average,2,Cat_6,B,1,0
844,459958,Male,No,37,Yes,Healthcare,8,Low,3,Cat_6,D,2,2
847,461059,Female,Yes,48,No,Lawyer,1,High,2,Cat_6,D,0,1
